order_id,order_date,customer_id,product,quantity,price,order_value,order_month
1039,2024-01-20,330,Mouse,1,156,156,1
1040,2024-03-12,296,Laptop,2,881,1762,3
1041,2024-03-27,318,Laptop,5,668,3340,3
1042,2024-03-15,233,Laptop,3,117,351,3
1043,2024-01-01,211,Headphones,3,368,1104,1
1044,2024-02-23,226,Mouse,5,646,3230,2
1045,2024-01-12,224,Headphones,4,476,1904,1
1046,2024-03-11,215,Headphones,3,895,2685,3
1047,2024-02-09,227,Headphones,3,647,1941,2
1048,2024-03-03,204,Laptop,5,917,4585,3
1049,2024-01-27,311,Keyboard,5,144,720,1
1050,2024-01-24,261,Mouse,2,667,1334,1
1051,2024-03-04,285,Mouse,3,64,192,3
1052,2024-01-02,261,Mouse,5,483,2415,1
1053,2024-01-14,244,Laptop,1,348,348,1
1054,2024-02-10,206,Laptop,2,73,146,2
1055,2024-01-26,218,Monitor,1,837,837,1
1056,2024-01-22,321,Mouse,4,333,1332,1
1057,2024-03-14,308,Monitor,3,922,2766,3
1058,2024-02-06,289,Headphones,2,878,1756,2
1059,2024-01-15,309,Monitor,2,693,1386,1
1060,2024-03-06,212,Keyboard,5,903,4515,3
1061,2024-02-12,248,Laptop,2,431,862,2
1062,2024-03-17,234,Monitor,1,235,235,3
1063,2024-01-25,342,Mouse,4,321,1284,1
1064,2024-01-30,307,Monitor,1,504,504,1
1065,2024-02-24,275,Headphones,1,465,465,2
1066,2024-01-21,251,Mouse,5,521,2605,1
1067,2024-01-02,241,Headphones,4,767,3068,1
1068,2024-01-22,338,Mouse,1,742,742,1
1069,2024-02-10,269,Headphones,5,657,3285,2
1070,2024-03-01,318,Keyboard,1,698,698,3
1071,2024-02-15,324,Laptop,5,348,1740,2
1072,2024-02-01,331,Monitor,5,308,1540,2
1073,2024-02-27,297,Mouse,3,177,531,2
1074,2024-01-08,235,Mouse,4,392,1568,1
1075,2024-03-18,273,Headphones,1,68,68,3
1076,2024-03-26,236,Monitor,2,274,548,3
1077,2024-02-04,257,Mouse,3,345,1035,2
1078,2024-01-06,234,Mouse,1,131,131,1
1079,2024-02-16,324,Laptop,4,513,2052,2
1080,2024-01-05,226,Headphones,3,621,1863,1
1081,2024-03-03,346,Mouse,4,636,2544,3
1082,2024-01-02,300,Headphones,4,261,1044,1
1083,2024-01-19,276,Monitor,5,164,820,1
1084,2024-02-01,298,Laptop,3,181,543,2
1085,2024-01-13,304,Mouse,1,187,187,1
1086,2024-01-30,271,Laptop,3,550,1650,1
1087,2024-01-15,290,Mouse,5,527,2635,1
1088,2024-01-03,288,Monitor,4,500,2000,1
1089,2024-03-20,211,Laptop,4,778,3112,3
1090,2024-01-25,326,Headphones,3,272,816,1
1091,2024-02-20,247,Monitor,3,408,1224,2
1092,2024-02-21,257,Headphones,2,734,1468,2
1093,2024-03-09,255,Headphones,4,420,1680,3
1094,2024-03-28,237,Mouse,3,799,2397,3
1095,2024-03-16,257,Keyboard,4,813,3252,3
1096,2024-01-12,203,Headphones,4,672,2688,1
1097,2024-01-14,328,Keyboard,4,333,1332,1
1098,2024-02-18,238,Mouse,1,515,515,2
1099,2024-03-07,309,Monitor,1,946,946,3
1100,2024-03-02,298,Headphones,2,668,1336,3
1101,2024-02-21,230,Keyboard,2,941,1882,2
1102,2024-01-17,337,Monitor,1,708,708,1
1103,2024-01-25,301,Keyboard,1,943,943,1
1104,2024-02-07,278,Laptop,4,927,3708,2
1105,2024-01-24,314,Headphones,1,642,642,1
1106,2024-01-27,221,Headphones,3,227,681,1
1107,2024-02-08,319,Mouse,2,802,1604,2
1108,2024-02-21,312,Keyboard,3,692,2076,2
1109,2024-03-14,321,Monitor,1,947,947,3
1110,2024-03-17,232,Mouse,4,378,1512,3
1111,2024-03-26,214,Laptop,5,808,4040,3
1112,2024-03-22,250,Keyboard,4,936,3744,3
1113,2024-03-01,261,Laptop,5,384,1920,3
1114,2024-01-27,341,Mouse,3,780,2340,1
1115,2024-01-26,341,Monitor,2,823,1646,1
1116,2024-03-02,207,Mouse,3,546,1638,3
1117,2024-01-29,265,Laptop,4,667,2668,1
1118,2024-03-22,274,Keyboard,5,460,2300,3
1119,2024-01-31,343,Headphones,1,68,68,1
1120,2024-03-05,249,Laptop,2,318,636,3
1121,2024-02-22,230,Monitor,4,387,1548,2
1122,2024-02-06,337,Keyboard,3,284,852,2
1123,2024-02-27,280,Laptop,2,797,1594,2
1124,2024-01-09,210,Monitor,1,872,872,1
1125,2024-02-20,265,Mouse,3,406,1218,2
1126,2024-02-05,234,Monitor,1,412,412,2
1127,2024-03-02,248,Monitor,3,862,2586,3
1128,2024-03-21,316,Keyboard,3,262,786,3
1129,2024-02-13,205,Headphones,3,582,1746,2
1130,2024-02-08,320,Laptop,4,508,2032,2
1131,2024-01-08,279,Headphones,5,608,3040,1
1132,2024-03-27,298,Keyboard,5,409,2045,3
1133,2024-01-13,235,Laptop,2,373,746,1
1134,2024-03-08,231,Monitor,3,633,1899,3
1135,2024-03-13,237,Monitor,3,513,1539,3
1136,2024-03-21,302,Laptop,1,431,431,3
1137,2024-03-12,318,Monitor,1,462,462,3
1138,2024-01-24,296,Headphones,2,582,1164,1
1139,2024-03-18,269,Keyboard,4,930,3720,3
1140,2024-01-27,263,Laptop,1,518,518,1
1141,2024-02-24,309,Keyboard,1,493,493,2
1142,2024-01-07,274,Headphones,1,185,185,1
1143,2024-01-06,292,Headphones,3,232,696,1
1144,2024-03-14,240,Headphones,3,109,327,3
1145,2024-01-16,201,Headphones,4,586,2344,1
1146,2024-02-17,339,Keyboard,4,277,1108,2
1147,2024-03-02,271,Keyboard,3,363,1089,3
1148,2024-02-17,216,Headphones,2,291,582,2
1149,2024-03-25,282,Mouse,1,367,367,3
1150,2024-03-04,248,Headphones,1,88,88,3
1151,2024-01-29,318,Mouse,5,402,2010,1
1152,2024-02-12,278,Monitor,1,627,627,2
1153,2024-01-08,308,Keyboard,1,748,748,1
1154,2024-02-11,320,Mouse,1,659,659,2
1155,2024-02-05,300,Monitor,4,689,2756,2
1156,2024-01-14,338,Keyboard,3,259,777,1
1157,2024-01-09,219,Mouse,1,709,709,1
1158,2024-03-28,322,Laptop,4,81,324,3
1159,2024-02-12,213,Headphones,5,628,3140,2
1160,2024-03-22,205,Mouse,3,267,801,3
1161,2024-01-20,340,Headphones,5,653,3265,1
1162,2024-03-07,319,Mouse,2,179,358,3
1163,2024-02-19,297,Monitor,5,327,1635,2
1164,2024-03-12,233,Laptop,5,343,1715,3
1165,2024-02-19,201,Monitor,1,263,263,2
1166,2024-03-14,271,Mouse,1,106,106,3
1167,2024-03-24,254,Headphones,2,173,346,3
1168,2024-01-14,301,Headphones,2,943,1886,1
1169,2024-02-10,211,Monitor,1,675,675,2
1170,2024-01-06,251,Mouse,1,574,574,1
1171,2024-03-05,343,Keyboard,3,84,252,3
1172,2024-01-11,236,Keyboard,5,21,105,1
1173,2024-02-22,214,Keyboard,5,785,3925,2
1174,2024-01-14,339,Keyboard,5,922,4610,1
1175,2024-02-01,261,Mouse,5,737,3685,2
1176,2024-02-11,268,Keyboard,3,168,504,2
1177,2024-03-25,204,Headphones,5,555,2775,3
1178,2024-03-21,315,Headphones,1,598,598,3
1179,2024-01-20,319,Monitor,4,700,2800,1
1180,2024-01-19,202,Monitor,4,141,564,1
1181,2024-03-05,244,Headphones,5,593,2965,3
1182,2024-02-29,265,Laptop,1,306,306,2
1183,2024-01-23,265,Keyboard,4,436,1744,1
1184,2024-02-27,225,Monitor,5,625,3125,2
1185,2024-02-08,249,Headphones,4,427,1708,2
1186,2024-01-06,227,Monitor,4,268,1072,1
1187,2024-01-18,320,Monitor,2,156,312,1
1188,2024-01-01,299,Laptop,3,163,489,1
1189,2024-02-06,288,Keyboard,5,870,4350,2
1190,2024-03-18,307,Headphones,3,589,1767,3
1191,2024-03-25,286,Headphones,3,833,2499,3
1192,2024-03-01,266,Keyboard,2,522,1044,3
1193,2024-02-21,320,Laptop,1,816,816,2
1194,2024-01-07,218,Headphones,4,350,1400,1
1195,2024-02-24,228,Keyboard,3,751,2253,2
1196,2024-03-18,326,Monitor,2,664,1328,3
1197,2024-02-12,256,Keyboard,1,695,695,2
1198,2024-03-06,290,Laptop,5,236,1180,3
1199,2024-02-23,247,Headphones,5,765,3825,2
1200,2024-03-31,318,Mouse,3,771,2313,3
1201,2024-01-19,285,Laptop,1,229,229,1
1202,2024-01-31,244,Mouse,2,268,536,1
1203,2024-02-01,233,Keyboard,2,654,1308,2
1204,2024-01-09,297,Laptop,3,496,1488,1
1205,2024-02-15,270,Mouse,3,188,564,2
1206,2024-03-03,291,Mouse,4,476,1904,3
1207,2024-02-23,200,Mouse,5,614,3070,2
1208,2024-03-31,236,Mouse,4,589,2356,3
1209,2024-02-12,320,Laptop,4,895,3580,2
1210,2024-03-19,223,Keyboard,4,743,2972,3
1211,2024-01-09,221,Monitor,3,548,1644,1
1212,2024-03-08,272,Keyboard,3,235,705,3
1213,2024-02-26,268,Monitor,3,38,114,2
1214,2024-01-06,336,Headphones,2,241,482,1
1215,2024-02-05,340,Keyboard,4,127,508,2
1216,2024-02-23,234,Headphones,4,656,2624,2
1217,2024-03-16,348,Laptop,5,635,3175,3
1218,2024-01-27,214,Laptop,1,451,451,1
1219,2024-01-25,253,Mouse,2,250,500,1
1220,2024-03-27,229,Headphones,3,716,2148,3
1221,2024-02-14,266,Headphones,4,619,2476,2
1222,2024-03-01,243,Headphones,4,503,2012,3
1223,2024-03-17,295,Mouse,4,337,1348,3
1224,2024-01-11,327,Headphones,5,90,450,1
1225,2024-03-10,330,Keyboard,1,586,586,3
1226,2024-03-09,302,Laptop,1,868,868,3
1227,2024-02-29,290,Laptop,2,515,1030,2
1228,2024-03-03,234,Mouse,4,341,1364,3
1229,2024-02-27,288,Monitor,4,248,992,2
1230,2024-03-08,222,Monitor,3,669,2007,3
1231,2024-01-03,312,Mouse,4,439,1756,1
1232,2024-01-21,252,Monitor,1,507,507,1
1233,2024-03-17,271,Laptop,1,112,112,3
1234,2024-02-07,340,Keyboard,5,881,4405,2
1235,2024-03-10,330,Headphones,5,615,3075,3
1236,2024-02-26,275,Laptop,5,142,710,2
1237,2024-03-30,221,Mouse,3,429,1287,3
1238,2024-03-21,327,Headphones,5,107,535,3
1239,2024-01-31,324,Monitor,4,26,104,1
1240,2024-02-27,349,Keyboard,4,871,3484,2
1241,2024-02-23,323,Headphones,5,585,2925,2
1242,2024-03-26,212,Mouse,1,130,130,3
1243,2024-02-02,334,Mouse,5,680,3400,2
1244,2024-02-07,215,Laptop,3,56,168,2
1245,2024-01-11,250,Mouse,4,704,2816,1
1246,2024-03-13,209,Keyboard,1,320,320,3
1247,2024-02-22,252,Monitor,3,537,1611,2
1248,2024-01-27,221,Keyboard,4,921,3684,1
1249,2024-02-15,269,Laptop,1,903,903,2
1250,2024-01-20,333,Monitor,1,228,228,1
1251,2024-02-14,347,Monitor,5,56,280,2
1252,2024-03-09,235,Laptop,5,591,2955,3
1253,2024-02-28,208,Monitor,5,649,3245,2
1254,2024-01-07,324,Laptop,3,664,1992,1
1255,2024-03-27,285,Mouse,4,319,1276,3
1256,2024-02-28,305,Mouse,4,368,1472,2
1257,2024-02-29,229,Monitor,4,432,1728,2
1258,2024-03-26,297,Headphones,3,948,2844,3
1259,2024-01-19,328,Monitor,5,96,480,1
1260,2024-01-20,255,Mouse,5,854,4270,1
1261,2024-03-11,208,Headphones,3,791,2373,3
1262,2024-02-26,335,Laptop,5,334,1670,2
1263,2024-03-21,340,Keyboard,3,778,2334,3
1264,2024-01-11,299,Headphones,4,178,712,1
1265,2024-01-12,225,Keyboard,3,85,255,1
1266,2024-02-01,292,Headphones,4,740,2960,2
1267,2024-02-17,217,Headphones,1,732,732,2
1268,2024-03-23,208,Laptop,3,556,1668,3
1269,2024-01-24,317,Monitor,4,249,996,1
1270,2024-02-16,281,Keyboard,2,426,852,2
1271,2024-03-11,306,Keyboard,5,789,3945,3
1272,2024-02-24,268,Monitor,3,78,234,2
1273,2024-01-07,211,Mouse,2,78,156,1
1274,2024-03-23,339,Monitor,3,666,1998,3
1275,2024-03-04,243,Headphones,5,393,1965,3
1276,2024-01-03,203,Laptop,2,620,1240,1
1277,2024-02-19,334,Mouse,3,312,936,2
1278,2024-03-18,234,Headphones,3,561,1683,3
1279,2024-03-06,306,Keyboard,1,172,172,3
1280,2024-03-03,207,Laptop,3,867,2601,3
1281,2024-02-20,287,Keyboard,4,247,988,2
1282,2024-01-28,238,Laptop,4,710,2840,1
1283,2024-01-31,325,Laptop,3,805,2415,1
1284,2024-01-02,242,Mouse,4,730,2920,1
1285,2024-03-24,341,Laptop,2,195,390,3
1286,2024-03-26,277,Laptop,1,839,839,3
1287,2024-01-29,327,Keyboard,3,651,1953,1
1288,2024-01-21,256,Keyboard,2,478,956,1
1289,2024-01-01,308,Laptop,2,676,1352,1
1290,2024-02-11,234,Mouse,1,542,542,2
1291,2024-03-13,269,Mouse,1,663,663,3
1292,2024-02-04,313,Mouse,4,915,3660,2
1293,2024-03-15,267,Monitor,4,575,2300,3
1294,2024-03-09,286,Headphones,5,333,1665,3
1295,2024-03-16,276,Monitor,5,570,2850,3
1296,2024-01-27,220,Headphones,5,317,1585,1
1297,2024-02-02,346,Laptop,3,882,2646,2
1298,2024-02-14,280,Keyboard,3,506,1518,2
1299,2024-02-07,344,Headphones,2,936,1872,2
1300,2024-02-22,333,Keyboard,5,614,3070,2
1301,2024-02-05,280,Keyboard,3,323,969,2
1302,2024-02-27,216,Monitor,1,208,208,2
1303,2024-02-12,220,Monitor,1,149,149,2
1304,2024-01-13,209,Laptop,1,433,433,1
1305,2024-02-22,245,Headphones,4,250,1000,2
1306,2024-02-01,321,Monitor,2,758,1516,2
1307,2024-02-11,212,Mouse,5,431,2155,2
1308,2024-03-30,268,Laptop,3,749,2247,3
1309,2024-02-24,284,Monitor,1,99,99,2
1310,2024-03-17,265,Headphones,2,619,1238,3
1311,2024-03-05,335,Laptop,3,809,2427,3
1312,2024-03-02,241,Keyboard,4,652,2608,3
1313,2024-02-02,268,Keyboard,1,25,25,2
1314,2024-03-23,274,Monitor,3,266,798,3
1315,2024-03-26,255,Keyboard,4,727,2908,3
1316,2024-03-08,236,Laptop,1,98,98,3
1317,2024-03-22,252,Headphones,4,811,3244,3
1318,2024-03-02,256,Headphones,3,529,1587,3
1319,2024-03-03,299,Laptop,2,263,526,3
1320,2024-03-28,336,Keyboard,4,571,2284,3
1321,2024-03-05,213,Monitor,4,632,2528,3
1322,2024-01-03,246,Headphones,4,559,2236,1
1323,2024-01-16,260,Headphones,4,818,3272,1
1324,2024-01-13,334,Mouse,2,191,382,1
1325,2024-01-01,266,Monitor,1,448,448,1
1326,2024-03-05,290,Mouse,4,414,1656,3
1327,2024-01-15,312,Laptop,3,460,1380,1
1328,2024-01-20,236,Headphones,4,868,3472,1
1329,2024-01-13,326,Laptop,4,95,380,1
1330,2024-01-22,219,Monitor,3,798,2394,1
1331,2024-02-27,231,Laptop,5,691,3455,2
1332,2024-01-18,303,Keyboard,3,164,492,1
1333,2024-02-05,327,Mouse,1,503,503,2
1334,2024-03-27,302,Laptop,3,276,828,3
1335,2024-01-03,286,Mouse,3,924,2772,1
1336,2024-03-10,252,Mouse,2,192,384,3
1337,2024-02-26,337,Monitor,4,149,596,2
1338,2024-03-30,347,Headphones,4,823,3292,3
1339,2024-01-20,226,Laptop,2,405,810,1
1340,2024-02-08,267,Laptop,3,708,2124,2
1341,2024-01-31,347,Headphones,2,750,1500,1
1342,2024-01-03,221,Monitor,4,740,2960,1
1343,2024-02-29,344,Monitor,5,884,4420,2
1344,2024-02-15,345,Monitor,5,693,3465,2
1345,2024-01-27,235,Keyboard,5,841,4205,1
1346,2024-01-12,341,Mouse,2,666,1332,1
1347,2024-01-26,274,Laptop,1,413,413,1
1348,2024-02-05,249,Headphones,1,339,339,2
1349,2024-03-05,288,Headphones,4,126,504,3
1350,2024-03-18,244,Laptop,4,171,684,3
1351,2024-02-20,324,Monitor,4,514,2056,2
1352,2024-01-11,207,Mouse,4,346,1384,1
1353,2024-03-02,220,Monitor,1,796,796,3
1354,2024-01-23,338,Keyboard,1,151,151,1
1355,2024-03-27,257,Headphones,1,69,69,3
1356,2024-01-31,328,Headphones,1,565,565,1
1357,2024-01-17,237,Laptop,1,223,223,1
1358,2024-01-17,269,Laptop,4,217,868,1
1359,2024-01-09,294,Keyboard,4,184,736,1
1360,2024-02-24,276,Headphones,1,190,190,2
1361,2024-02-10,316,Monitor,1,830,830,2
1362,2024-02-13,279,Mouse,2,597,1194,2
1363,2024-01-18,300,Keyboard,1,619,619,1
1364,2024-03-31,214,Keyboard,1,300,300,3
1365,2024-01-23,285,Monitor,1,36,36,1
1366,2024-03-14,264,Keyboard,2,622,1244,3
1367,2024-02-09,256,Headphones,5,366,1830,2
1368,2024-02-16,306,Monitor,3,457,1371,2
1369,2024-01-31,275,Headphones,5,364,1820,1
1370,2024-01-25,281,Keyboard,1,820,820,1
1371,2024-02-10,309,Laptop,3,477,1431,2
1372,2024-01-09,326,Laptop,1,682,682,1
1373,2024-02-22,274,Keyboard,5,876,4380,2
1374,2024-02-26,279,Headphones,5,493,2465,2
1375,2024-01-13,204,Laptop,1,693,693,1
1376,2024-02-17,281,Mouse,2,440,880,2
1377,2024-02-25,338,Monitor,3,448,1344,2
1378,2024-01-04,340,Laptop,5,893,4465,1
1379,2024-01-23,242,Headphones,5,298,1490,1
1380,2024-02-19,342,Laptop,4,462,1848,2
1381,2024-03-16,304,Laptop,3,937,2811,3
1382,2024-02-04,308,Mouse,2,466,932,2
1383,2024-01-15,261,Laptop,3,587,1761,1
1384,2024-02-04,332,Mouse,5,286,1430,2
1385,2024-01-10,202,Headphones,3,45,135,1
1386,2024-01-01,204,Laptop,2,907,1814,1
1387,2024-03-12,275,Laptop,5,923,4615,3
1388,2024-03-12,227,Laptop,5,163,815,3
1389,2024-01-13,288,Laptop,5,451,2255,1
1390,2024-03-27,239,Headphones,5,290,1450,3
1391,2024-02-14,274,Keyboard,4,326,1304,2
1392,2024-02-20,324,Monitor,3,516,1548,2
1393,2024-02-21,323,Headphones,2,700,1400,2
1394,2024-03-25,267,Mouse,1,64,64,3
1395,2024-03-22,236,Headphones,2,286,572,3
1396,2024-01-17,209,Laptop,5,322,1610,1
1397,2024-03-21,293,Mouse,1,914,914,3
1398,2024-03-17,283,Keyboard,3,447,1341,3
1399,2024-01-15,201,Mouse,5,273,1365,1
1400,2024-01-28,295,Headphones,5,407,2035,1
1401,2024-01-22,269,Mouse,4,417,1668,1
1402,2024-02-28,280,Mouse,2,854,1708,2
1403,2024-01-13,305,Monitor,4,233,932,1
1404,2024-01-05,282,Headphones,4,946,3784,1
1405,2024-01-23,246,Monitor,2,800,1600,1
1406,2024-01-15,312,Laptop,5,846,4230,1
1407,2024-01-27,333,Keyboard,4,143,572,1
1408,2024-02-08,204,Laptop,4,749,2996,2
1409,2024-01-30,348,Headphones,3,815,2445,1
1410,2024-03-21,299,Mouse,1,776,776,3
1411,2024-02-21,264,Laptop,2,113,226,2
1412,2024-01-16,204,Monitor,3,20,60,1
1413,2024-03-16,239,Mouse,4,175,700,3
1414,2024-01-07,299,Mouse,1,729,729,1
1415,2024-02-28,307,Keyboard,3,704,2112,2
1416,2024-01-15,317,Mouse,2,91,182,1
1417,2024-03-23,324,Laptop,1,865,865,3
1418,2024-01-25,345,Mouse,5,758,3790,1
1419,2024-03-07,308,Laptop,5,566,2830,3
1420,2024-03-20,330,Monitor,1,889,889,3
1421,2024-01-17,303,Keyboard,1,746,746,1
1422,2024-03-26,311,Headphones,5,665,3325,3
1423,2024-01-14,203,Mouse,5,600,3000,1
1424,2024-02-10,314,Monitor,1,668,668,2
1425,2024-03-13,341,Mouse,1,406,406,3
1426,2024-01-29,267,Mouse,3,432,1296,1
1427,2024-02-16,225,Keyboard,3,949,2847,2
1428,2024-02-11,201,Headphones,4,680,2720,2
1429,2024-02-12,232,Monitor,2,169,338,2
1430,2024-03-09,236,Headphones,1,710,710,3
1431,2024-02-29,213,Monitor,2,210,420,2
1432,2024-03-06,277,Monitor,1,178,178,3
1433,2024-02-04,349,Laptop,3,163,489,2
1434,2024-01-02,340,Headphones,1,730,730,1
1435,2024-01-30,346,Laptop,4,472,1888,1
1436,2024-01-25,266,Mouse,5,442,2210,1
1437,2024-01-14,231,Keyboard,2,499,998,1
1438,2024-01-17,329,Mouse,3,831,2493,1
1439,2024-03-30,273,Monitor,2,562,1124,3
1440,2024-03-16,348,Keyboard,3,193,579,3
1441,2024-01-03,313,Monitor,1,261,261,1
1442,2024-02-29,317,Monitor,4,856,3424,2
1443,2024-03-17,246,Laptop,2,317,634,3
1444,2024-03-04,302,Monitor,2,746,1492,3
1445,2024-02-06,245,Mouse,2,838,1676,2
1446,2024-03-29,349,Keyboard,4,53,212,3
1447,2024-03-30,224,Laptop,3,256,768,3
1448,2024-03-12,261,Laptop,1,406,406,3
1449,2024-01-21,300,Monitor,1,689,689,1
1450,2024-02-29,336,Headphones,5,835,4175,2
1451,2024-02-28,332,Laptop,3,226,678,2
1452,2024-03-06,202,Keyboard,4,646,2584,3
1453,2024-01-12,245,Keyboard,5,620,3100,1
1454,2024-01-07,260,Monitor,3,392,1176,1
1455,2024-02-22,257,Mouse,4,643,2572,2
1456,2024-03-09,292,Headphones,3,755,2265,3
1457,2024-01-23,321,Monitor,4,624,2496,1
1458,2024-01-24,212,Laptop,3,128,384,1
1459,2024-03-01,344,Monitor,3,679,2037,3
1460,2024-03-06,210,Monitor,3,668,2004,3
1461,2024-03-14,329,Laptop,5,938,4690,3
1462,2024-01-10,328,Laptop,4,523,2092,1
1463,2024-02-18,268,Keyboard,4,597,2388,2
1464,2024-03-16,293,Keyboard,5,748,3740,3
1465,2024-01-28,331,Headphones,3,240,720,1
1466,2024-03-04,315,Monitor,4,581,2324,3
1467,2024-03-22,257,Headphones,4,821,3284,3
1468,2024-01-04,252,Headphones,3,659,1977,1
1469,2024-03-24,212,Keyboard,5,270,1350,3
1470,2024-03-16,262,Monitor,3,270,810,3
1471,2024-03-07,255,Laptop,1,766,766,3
1472,2024-02-02,317,Laptop,2,570,1140,2
1473,2024-01-11,309,Keyboard,3,945,2835,1
1474,2024-03-14,207,Laptop,1,298,298,3
1475,2024-03-04,332,Headphones,4,603,2412,3
1476,2024-01-05,210,Laptop,4,638,2552,1
1477,2024-01-01,344,Keyboard,1,583,583,1
1478,2024-03-04,278,Monitor,5,578,2890,3
1479,2024-03-27,324,Headphones,2,558,1116,3
1480,2024-03-23,249,Keyboard,1,770,770,3
1481,2024-02-08,342,Headphones,1,664,664,2
1482,2024-03-04,272,Headphones,3,812,2436,3
1483,2024-02-24,319,Headphones,4,580,2320,2
1484,2024-02-18,347,Keyboard,1,626,626,2
1485,2024-03-25,348,Headphones,5,618,3090,3
1486,2024-03-31,312,Monitor,1,206,206,3
1487,2024-01-09,233,Monitor,2,719,1438,1
1488,2024-02-12,240,Laptop,3,943,2829,2
1489,2024-03-28,252,Mouse,3,358,1074,3
1490,2024-02-05,271,Laptop,4,167,668,2
1491,2024-03-08,250,Headphones,2,319,638,3
1492,2024-03-10,300,Headphones,2,821,1642,3
1493,2024-02-06,296,Monitor,1,147,147,2
1494,2024-03-03,268,Headphones,2,795,1590,3
1495,2024-03-29,245,Monitor,3,610,1830,3
1496,2024-03-28,299,Laptop,5,858,4290,3
1497,2024-01-27,298,Monitor,4,615,2460,1
1498,2024-02-17,279,Monitor,3,777,2331,2
1499,2024-02-15,286,Monitor,1,904,904,2
1500,2024-02-20,271,Laptop,1,135,135,2
1501,2024-01-25,253,Laptop,4,876,3504,1
1502,2024-01-05,263,Keyboard,5,936,4680,1
1503,2024-03-25,243,Mouse,5,568,2840,3
1504,2024-03-15,319,Laptop,5,526,2630,3
1505,2024-01-18,212,Headphones,1,105,105,1
1506,2024-02-17,340,Keyboard,3,584,1752,2
1507,2024-02-04,211,Keyboard,5,639,3195,2
1508,2024-01-26,313,Keyboard,5,430,2150,1
1509,2024-02-25,325,Headphones,1,85,85,2
1510,2024-03-15,269,Monitor,3,777,2331,3
1511,2024-03-06,275,Keyboard,2,850,1700,3
1512,2024-01-11,312,Headphones,3,878,2634,1
1513,2024-02-04,244,Headphones,3,267,801,2
1514,2024-02-16,292,Laptop,5,246,1230,2
1515,2024-01-20,309,Mouse,3,651,1953,1
1516,2024-03-24,328,Headphones,5,454,2270,3
1517,2024-01-01,300,Headphones,5,804,4020,1
1518,2024-03-27,349,Monitor,3,209,627,3
1519,2024-01-13,307,Laptop,4,216,864,1
1520,2024-02-10,213,Laptop,1,605,605,2
1521,2024-01-03,283,Laptop,1,220,220,1
1522,2024-02-13,224,Laptop,1,84,84,2
1523,2024-02-06,329,Mouse,1,351,351,2
1524,2024-02-28,292,Monitor,4,84,336,2
1525,2024-01-20,284,Mouse,2,708,1416,1
1526,2024-01-22,275,Headphones,4,152,608,1
1527,2024-01-02,292,Headphones,1,771,771,1
1528,2024-03-12,255,Headphones,1,766,766,3
1529,2024-01-18,273,Mouse,5,792,3960,1
1530,2024-03-05,233,Mouse,5,938,4690,3
1531,2024-02-23,282,Headphones,1,823,823,2
1532,2024-01-18,284,Keyboard,4,177,708,1
1533,2024-03-07,313,Headphones,2,182,364,3
1534,2024-01-09,344,Keyboard,2,75,150,1
1535,2024-01-15,284,Keyboard,5,240,1200,1
1536,2024-01-05,282,Keyboard,2,331,662,1
1537,2024-01-21,300,Headphones,4,436,1744,1
1538,2024-01-07,276,Headphones,1,883,883,1
1539,2024-02-12,273,Laptop,2,748,1496,2
1540,2024-01-27,227,Mouse,4,898,3592,1
1541,2024-01-24,350,Laptop,4,905,3620,1
